pin_id,success,length_mm,path
22,1,11.00,30.0:0.0 30.0:1.0 30.0:2.0 30.0:3.0 30.0:4.0 30.0:5.0 30.0:6.0 30.0:7.0 30.0:8.0 30.0:9.0 30.0:10.0 30.0:11.0
23,1,7.00,31.0:0.0 31.0:1.0 31.0:2.0 31.0:3.0 31.0:4.0 31.0:5.0 31.0:6.0 31.0:7.0
24,1,10.00,31.0:0.0 31.0:1.0 31.0:2.0 31.0:3.0 31.0:4.0 31.0:5.0 31.0:6.0 31.0:7.0 31.0:8.0 31.0:9.0 32.0:9.0
25,1,11.00,32.0:0.0 32.0:1.0 32.0:2.0 32.0:3.0 32.0:4.0 32.0:5.0 32.0:6.0 32.0:7.0 32.0:8.0 32.0:9.0 32.0:10.0 32.0:11.0
26,1,7.00,33.0:0.0 33.0:1.0 33.0:2.0 33.0:3.0 33.0:4.0 33.0:5.0 33.0:6.0 33.0:7.0
27,1,13.00,33.0:0.0 33.0:1.0 33.0:2.0 33.0:3.0 33.0:4.0 33.0:5.0 33.0:6.0 33.0:7.0 33.0:8.0 33.0:9.0 33.0:10.0 33.0:11.0 33.0:12.0 33.0:13.0
28,1,11.00,34.0:0.0 34.0:1.0 34.0:2.0 34.0:3.0 34.0:4.0 34.0:5.0 34.0:6.0 34.0:7.0 34.0:8.0 34.0:9.0 34.0:10.0 34.0:11.0
29,1,9.00,35.0:0.0 35.0:1.0 35.0:2.0 35.0:3.0 35.0:4.0 35.0:5.0 35.0:6.0 35.0:7.0 35.0:8.0 35.0:9.0
30,1,9.00,35.0:0.0 34.0:0.0 34.0:1.0 34.0:2.0 34.0:3.0 34.0:4.0 34.0:5.0 34.0:6.0 34.0:7.0 35.0:7.0
31,1,11.00,36.0:0.0 36.0:1.0 36.0:2.0 36.0:3.0 36.0:4.0 36.0:5.0 36.0:6.0 36.0:7.0 36.0:8.0 36.0:9.0 36.0:10.0 36.0:11.0
32,1,12.00,36.0:0.0 35.0:0.0 35.0:1.0 35.0:2.0 35.0:3.0 35.0:4.0 35.0:5.0 35.0:6.0 35.0:7.0 35.0:8.0 35.0:9.0 36.0:9.0 37.0:9.0
33,1,7.00,37.0:0.0 37.0:1.0 37.0:2.0 37.0:3.0 37.0:4.0 37.0:5.0 37.0:6.0 37.0:7.0
34,1,11.00,38.0:0.0 38.0:1.0 38.0:2.0 38.0:3.0 38.0:4.0 38.0:5.0 38.0:6.0 38.0:7.0 38.0:8.0 38.0:9.0 38.0:10.0 38.0:11.0
35,1,12.00,38.0:0.0 37.0:0.0 37.0:1.0 37.0:2.0 37.0:3.0 37.0:4.0 37.0:5.0 37.0:6.0 37.0:7.0 37.0:8.0 37.0:9.0 38.0:9.0 39.0:9.0
36,1,7.00,39.0:0.0 39.0:1.0 39.0:2.0 39.0:3.0 39.0:4.0 39.0:5.0 39.0:6.0 39.0:7.0
37,1,11.00,40.0:0.0 40.0:1.0 40.0:2.0 40.0:3.0 40.0:4.0 40.0:5.0 40.0:6.0 40.0:7.0 40.0:8.0 40.0:9.0 40.0:10.0 40.0:11.0
38,1,12.00,40.0:0.0 39.0:0.0 39.0:1.0 39.0:2.0 39.0:3.0 39.0:4.0 39.0:5.0 39.0:6.0 39.0:7.0 39.0:8.0 39.0:9.0 40.0:9.0 41.0:9.0
39,1,7.00,41.0:0.0 41.0:1.0 41.0:2.0 41.0:3.0 41.0:4.0 41.0:5.0 41.0:6.0 41.0:7.0
40,1,13.00,42.0:0.0 41.0:0.0 41.0:1.0 41.0:2.0 41.0:3.0 41.0:4.0 41.0:5.0 41.0:6.0 41.0:7.0 41.0:8.0 41.0:9.0 41.0:10.0 41.0:11.0 42.0:11.0
41,1,13.00,42.0:0.0 42.0:1.0 42.0:2.0 42.0:3.0 42.0:4.0 42.0:5.0 42.0:6.0 42.0:7.0 42.0:8.0 42.0:9.0 42.0:10.0 42.0:11.0 42.0:12.0 42.0:13.0
42,1,9.00,43.0:0.0 43.0:1.0 43.0:2.0 43.0:3.0 43.0:4.0 43.0:5.0 43.0:6.0 43.0:7.0 43.0:8.0 43.0:9.0
43,1,11.00,44.0:0.0 44.0:1.0 44.0:2.0 44.0:3.0 44.0:4.0 44.0:5.0 44.0:6.0 44.0:7.0 44.0:8.0 44.0:9.0 44.0:10.0 44.0:11.0
44,1,7.00,44.0:0.0 44.0:1.0 44.0:2.0 44.0:3.0 44.0:4.0 44.0:5.0 44.0:6.0 44.0:7.0
45,1,13.00,45.0:0.0 44.0:0.0 43.0:0.0 43.0:1.0 43.0:2.0 43.0:3.0 43.0:4.0 43.0:5.0 43.0:6.0 43.0:7.0 43.0:8.0 43.0:9.0 44.0:9.0 45.0:9.0
46,1,11.00,46.0:0.0 46.0:1.0 46.0:2.0 46.0:3.0 46.0:4.0 46.0:5.0 46.0:6.0 46.0:7.0 46.0:8.0 46.0:9.0 46.0:10.0 46.0:11.0
47,1,7.00,46.0:0.0 46.0:1.0 46.0:2.0 46.0:3.0 46.0:4.0 46.0:5.0 46.0:6.0 46.0:7.0
48,1,13.00,47.0:0.0 46.0:0.0 45.0:0.0 45.0:1.0 45.0:2.0 45.0:3.0 45.0:4.0 45.0:5.0 45.0:6.0 45.0:7.0 45.0:8.0 45.0:9.0 46.0:9.0 47.0:9.0
49,1,7.00,48.0:0.0 48.0:1.0 48.0:2.0 48.0:3.0 48.0:4.0 48.0:5.0 48.0:6.0 48.0:7.0
50,1,11.00,48.0:0.0 48.0:1.0 48.0:2.0 48.0:3.0 48.0:4.0 48.0:5.0 48.0:6.0 48.0:7.0 48.0:8.0 48.0:9.0 48.0:10.0 48.0:11.0
51,1,13.00,49.0:0.0 48.0:0.0 47.0:0.0 47.0:1.0 47.0:2.0 47.0:3.0 47.0:4.0 47.0:5.0 47.0:6.0 47.0:7.0 47.0:8.0 47.0:9.0 48.0:9.0 49.0:9.0
52,1,8.00,49.0:0.0 49.0:1.0 49.0:2.0 49.0:3.0 49.0:4.0 49.0:5.0 49.0:6.0 49.0:7.0 50.0:7.0
53,1,11.00,50.0:0.0 50.0:1.0 50.0:2.0 50.0:3.0 50.0:4.0 50.0:5.0 50.0:6.0 50.0:7.0 50.0:8.0 50.0:9.0 50.0:10.0 50.0:11.0
54,1,13.00,51.0:0.0 50.0:0.0 49.0:0.0 49.0:1.0 49.0:2.0 49.0:3.0 49.0:4.0 49.0:5.0 49.0:6.0 49.0:7.0 49.0:8.0 49.0:9.0 50.0:9.0 51.0:9.0
55,1,8.00,51.0:0.0 51.0:1.0 51.0:2.0 51.0:3.0 51.0:4.0 51.0:5.0 51.0:6.0 51.0:7.0 52.0:7.0
56,1,11.00,52.0:0.0 52.0:1.0 52.0:2.0 52.0:3.0 52.0:4.0 52.0:5.0 52.0:6.0 52.0:7.0 52.0:8.0 52.0:9.0 52.0:10.0 52.0:11.0
57,1,13.00,53.0:0.0 52.0:0.0 51.0:0.0 51.0:1.0 51.0:2.0 51.0:3.0 51.0:4.0 51.0:5.0 51.0:6.0 51.0:7.0 51.0:8.0 51.0:9.0 52.0:9.0 53.0:9.0
58,1,8.00,53.0:0.0 53.0:1.0 53.0:2.0 53.0:3.0 53.0:4.0 53.0:5.0 53.0:6.0 53.0:7.0 54.0:7.0
59,1,11.00,54.0:0.0 54.0:1.0 54.0:2.0 54.0:3.0 54.0:4.0 54.0:5.0 54.0:6.0 54.0:7.0 54.0:8.0 54.0:9.0 54.0:10.0 54.0:11.0
60,1,13.00,55.0:0.0 54.0:0.0 53.0:0.0 53.0:1.0 53.0:2.0 53.0:3.0 53.0:4.0 53.0:5.0 53.0:6.0 53.0:7.0 53.0:8.0 53.0:9.0 54.0:9.0 55.0:9.0
61,1,8.00,55.0:0.0 55.0:1.0 55.0:2.0 55.0:3.0 55.0:4.0 55.0:5.0 55.0:6.0 55.0:7.0 56.0:7.0
62,1,11.00,56.0:0.0 56.0:1.0 56.0:2.0 56.0:3.0 56.0:4.0 56.0:5.0 56.0:6.0 56.0:7.0 56.0:8.0 56.0:9.0 56.0:10.0 56.0:11.0
63,1,13.00,57.0:0.0 56.0:0.0 55.0:0.0 55.0:1.0 55.0:2.0 55.0:3.0 55.0:4.0 55.0:5.0 55.0:6.0 55.0:7.0 55.0:8.0 55.0:9.0 56.0:9.0 57.0:9.0
64,1,8.00,57.0:0.0 57.0:1.0 57.0:2.0 57.0:3.0 57.0:4.0 57.0:5.0 57.0:6.0 57.0:7.0 58.0:7.0
65,1,11.00,58.0:0.0 58.0:1.0 58.0:2.0 58.0:3.0 58.0:4.0 58.0:5.0 58.0:6.0 58.0:7.0 58.0:8.0 58.0:9.0 58.0:10.0 58.0:11.0
66,1,13.00,59.0:0.0 58.0:0.0 57.0:0.0 57.0:1.0 57.0:2.0 57.0:3.0 57.0:4.0 57.0:5.0 57.0:6.0 57.0:7.0 57.0:8.0 57.0:9.0 58.0:9.0 59.0:9.0
67,1,8.00,59.0:0.0 59.0:1.0 59.0:2.0 59.0:3.0 59.0:4.0 59.0:5.0 59.0:6.0 59.0:7.0 60.0:7.0
68,1,11.00,60.0:0.0 60.0:1.0 60.0:2.0 60.0:3.0 60.0:4.0 60.0:5.0 60.0:6.0 60.0:7.0 60.0:8.0 60.0:9.0 60.0:10.0 60.0:11.0
69,1,13.00,61.0:0.0 60.0:0.0 59.0:0.0 59.0:1.0 59.0:2.0 59.0:3.0 59.0:4.0 59.0:5.0 59.0:6.0 59.0:7.0 59.0:8.0 59.0:9.0 60.0:9.0 61.0:9.0
70,1,8.00,61.0:0.0 61.0:1.0 61.0:2.0 61.0:3.0 61.0:4.0 61.0:5.0 61.0:6.0 61.0:7.0 62.0:7.0
71,1,11.00,62.0:0.0 62.0:1.0 62.0:2.0 62.0:3.0 62.0:4.0 62.0:5.0 62.0:6.0 62.0:7.0 62.0:8.0 62.0:9.0 62.0:10.0 62.0:11.0
72,1,12.00,62.0:0.0 61.0:0.0 61.0:1.0 61.0:2.0 61.0:3.0 61.0:4.0 61.0:5.0 61.0:6.0 61.0:7.0 61.0:8.0 61.0:9.0 62.0:9.0 63.0:9.0
73,1,8.00,63.0:0.0 63.0:1.0 63.0:2.0 63.0:3.0 63.0:4.0 63.0:5.0 63.0:6.0 63.0:7.0 64.0:7.0
74,1,11.00,64.0:0.0 64.0:1.0 64.0:2.0 64.0:3.0 64.0:4.0 64.0:5.0 64.0:6.0 64.0:7.0 64.0:8.0 64.0:9.0 64.0:10.0 64.0:11.0
75,1,12.00,64.0:0.0 63.0:0.0 63.0:1.0 63.0:2.0 63.0:3.0 63.0:4.0 63.0:5.0 63.0:6.0 63.0:7.0 63.0:8.0 63.0:9.0 64.0:9.0 65.0:9.0
76,1,8.00,65.0:0.0 65.0:1.0 65.0:2.0 65.0:3.0 65.0:4.0 65.0:5.0 65.0:6.0 66.0:6.0 66.0:7.0
77,1,11.00,66.0:0.0 66.0:1.0 66.0:2.0 66.0:3.0 66.0:4.0 66.0:5.0 66.0:6.0 66.0:7.0 66.0:8.0 66.0:9.0 66.0:10.0 66.0:11.0
78,1,12.00,66.0:0.0 65.0:0.0 65.0:1.0 65.0:2.0 65.0:3.0 65.0:4.0 65.0:5.0 65.0:6.0 65.0:7.0 65.0:8.0 65.0:9.0 66.0:9.0 67.0:9.0
79,1,13.00,67.0:0.0 67.0:1.0 67.0:2.0 67.0:3.0 67.0:4.0 67.0:5.0 67.0:6.0 67.0:7.0 67.0:8.0 67.0:9.0 67.0:10.0 67.0:11.0 67.0:12.0 67.0:13.0
80,1,7.00,68.0:0.0 68.0:1.0 68.0:2.0 68.0:3.0 68.0:4.0 68.0:5.0 68.0:6.0 68.0:7.0
81,1,10.00,68.0:0.0 68.0:1.0 68.0:2.0 68.0:3.0 68.0:4.0 68.0:5.0 68.0:6.0 68.0:7.0 68.0:8.0 68.0:9.0 69.0:9.0
82,1,11.00,69.0:0.0 69.0:1.0 69.0:2.0 69.0:3.0 69.0:4.0 69.0:5.0 69.0:6.0 69.0:7.0 69.0:8.0 69.0:9.0 69.0:10.0 69.0:11.0
83,1,7.00,70.0:0.0 70.0:1.0 70.0:2.0 70.0:3.0 70.0:4.0 70.0:5.0 70.0:6.0 70.0:7.0
84,1,10.00,70.0:0.0 70.0:1.0 70.0:2.0 70.0:3.0 70.0:4.0 70.0:5.0 70.0:6.0 70.0:7.0 70.0:8.0 70.0:9.0 71.0:9.0
85,1,11.00,71.0:0.0 71.0:1.0 71.0:2.0 71.0:3.0 71.0:4.0 71.0:5.0 71.0:6.0 71.0:7.0 71.0:8.0 71.0:9.0 71.0:10.0 71.0:11.0
86,1,7.00,72.0:0.0 72.0:1.0 72.0:2.0 72.0:3.0 72.0:4.0 72.0:5.0 72.0:6.0 72.0:7.0
87,1,10.00,72.0:0.0 72.0:1.0 72.0:2.0 72.0:3.0 72.0:4.0 72.0:5.0 72.0:6.0 72.0:7.0 72.0:8.0 72.0:9.0 73.0:9.0
88,1,11.00,73.0:0.0 73.0:1.0 73.0:2.0 73.0:3.0 73.0:4.0 73.0:5.0 73.0:6.0 73.0:7.0 73.0:8.0 73.0:9.0 73.0:10.0 73.0:11.0
89,1,7.00,74.0:0.0 74.0:1.0 74.0:2.0 74.0:3.0 74.0:4.0 74.0:5.0 74.0:6.0 74.0:7.0
90,1,10.00,74.0:0.0 74.0:1.0 74.0:2.0 74.0:3.0 74.0:4.0 74.0:5.0 74.0:6.0 74.0:7.0 74.0:8.0 74.0:9.0 75.0:9.0
91,1,11.00,75.0:0.0 75.0:1.0 75.0:2.0 75.0:3.0 75.0:4.0 75.0:5.0 75.0:6.0 75.0:7.0 75.0:8.0 75.0:9.0 75.0:10.0 75.0:11.0
92,1,8.00,75.0:0.0 75.0:1.0 75.0:2.0 75.0:3.0 75.0:4.0 75.0:5.0 75.0:6.0 75.0:7.0 76.0:7.0
93,1,10.00,76.0:0.0 76.0:1.0 76.0:2.0 76.0:3.0 76.0:4.0 76.0:5.0 76.0:6.0 76.0:7.0 76.0:8.0 76.0:9.0 77.0:9.0
94,1,11.00,77.0:0.0 77.0:1.0 77.0:2.0 77.0:3.0 77.0:4.0 77.0:5.0 77.0:6.0 77.0:7.0 77.0:8.0 77.0:9.0 77.0:10.0 77.0:11.0
95,1,8.00,77.0:0.0 77.0:1.0 77.0:2.0 77.0:3.0 77.0:4.0 77.0:5.0 77.0:6.0 77.0:7.0 78.0:7.0
96,1,12.00,78.0:0.0 78.0:1.0 79.0:1.0 80.0:1.0 80.0:2.0 80.0:3.0 80.0:4.0 80.0:5.0 80.0:6.0 80.0:7.0 80.0:8.0 80.0:9.0 79.0:9.0
97,1,13.00,79.0:0.0 78.0:0.0 78.0:1.0 78.0:2.0 78.0:3.0 78.0:4.0 78.0:5.0 78.0:6.0 78.0:7.0 78.0:8.0 78.0:9.0 78.0:10.0 78.0:11.0 79.0:11.0
98,1,13.00,79.0:0.0 79.0:1.0 79.0:2.0 79.0:3.0 79.0:4.0 79.0:5.0 79.0:6.0 79.0:7.0 79.0:8.0 79.0:9.0 79.0:10.0 79.0:11.0 79.0:12.0 79.0:13.0
99,1,7.00,80.0:0.0 80.0:1.0 80.0:2.0 80.0:3.0 80.0:4.0 80.0:5.0 80.0:6.0 80.0:7.0
100,1,11.00,81.0:0.0 81.0:1.0 81.0:2.0 81.0:3.0 81.0:4.0 81.0:5.0 81.0:6.0 81.0:7.0 81.0:8.0 81.0:9.0 81.0:10.0 81.0:11.0
101,1,11.00,81.0:0.0 82.0:0.0 82.0:1.0 82.0:2.0 82.0:3.0 82.0:4.0 82.0:5.0 82.0:6.0 82.0:7.0 82.0:8.0 82.0:9.0 81.0:9.0
102,1,7.00,82.0:0.0 82.0:1.0 82.0:2.0 82.0:3.0 82.0:4.0 82.0:5.0 82.0:6.0 82.0:7.0
103,1,11.00,83.0:0.0 83.0:1.0 83.0:2.0 83.0:3.0 83.0:4.0 83.0:5.0 83.0:6.0 83.0:7.0 83.0:8.0 83.0:9.0 83.0:10.0 83.0:11.0
104,1,11.00,83.0:0.0 84.0:0.0 84.0:1.0 84.0:2.0 84.0:3.0 84.0:4.0 84.0:5.0 84.0:6.0 84.0:7.0 84.0:8.0 84.0:9.0 83.0:9.0
105,1,7.00,84.0:0.0 84.0:1.0 84.0:2.0 84.0:3.0 84.0:4.0 84.0:5.0 84.0:6.0 84.0:7.0
106,1,11.00,85.0:0.0 85.0:1.0 85.0:2.0 85.0:3.0 85.0:4.0 85.0:5.0 85.0:6.0 85.0:7.0 85.0:8.0 85.0:9.0 85.0:10.0 85.0:11.0
107,1,11.00,85.0:0.0 86.0:0.0 86.0:1.0 86.0:2.0 86.0:3.0 86.0:4.0 86.0:5.0 86.0:6.0 86.0:7.0 86.0:8.0 86.0:9.0 85.0:9.0
108,1,7.00,86.0:0.0 86.0:1.0 86.0:2.0 86.0:3.0 86.0:4.0 86.0:5.0 86.0:6.0 86.0:7.0
109,1,11.00,87.0:0.0 87.0:1.0 87.0:2.0 87.0:3.0 87.0:4.0 87.0:5.0 87.0:6.0 87.0:7.0 87.0:8.0 87.0:9.0 87.0:10.0 87.0:11.0
110,1,11.00,87.0:0.0 87.0:1.0 87.0:2.0 88.0:2.0 88.0:3.0 88.0:4.0 88.0:5.0 88.0:6.0 88.0:7.0 88.0:8.0 88.0:9.0 87.0:9.0
111,1,7.00,88.0:0.0 88.0:1.0 88.0:2.0 88.0:3.0 88.0:4.0 88.0:5.0 88.0:6.0 88.0:7.0
112,1,12.00,88.0:0.0 88.0:1.0 89.0:1.0 89.0:2.0 89.0:3.0 89.0:4.0 89.0:5.0 89.0:6.0 89.0:7.0 89.0:8.0 89.0:9.0 89.0:10.0 89.0:11.0
113,1,11.00,89.0:0.0 89.0:1.0 89.0:2.0 90.0:2.0 90.0:3.0 90.0:4.0 90.0:5.0 90.0:6.0 90.0:7.0 90.0:8.0 90.0:9.0 89.0:9.0
114,1,7.00,90.0:0.0 90.0:1.0 90.0:2.0 90.0:3.0 90.0:4.0 90.0:5.0 90.0:6.0 90.0:7.0
115,1,13.00,90.0:0.0 90.0:1.0 91.0:1.0 91.0:2.0 91.0:3.0 91.0:4.0 91.0:5.0 91.0:6.0 92.0:6.0 93.0:6.0 93.0:7.0 93.0:8.0 94.0:8.0 94.0:9.0
116,1,11.00,91.0:0.0 92.0:0.0 92.0:1.0 92.0:2.0 92.0:3.0 92.0:4.0 92.0:5.0 92.0:6.0 92.0:7.0 91.0:7.0 91.0:8.0 91.0:9.0
117,1,9.00,92.0:0.0 92.0:1.0 92.0:2.0 93.0:2.0 93.0:3.0 93.0:4.0 93.0:5.0 93.0:6.0 93.0:7.0 92.0:7.0
118,1,13.00,92.0:0.0 93.0:0.0 93.0:1.0 94.0:1.0 94.0:2.0 94.0:3.0 94.0:4.0 94.0:5.0 94.0:6.0 95.0:6.0 96.0:6.0 97.0:6.0 97.0:7.0 98.0:7.0
119,1,10.00,93.0:0.0 94.0:0.0 95.0:0.0 95.0:1.0 96.0:1.0 96.0:2.0 96.0:3.0 96.0:4.0 96.0:5.0 96.0:6.0 96.0:7.0
120,1,9.00,94.0:0.0 94.0:1.0 94.0:2.0 95.0:2.0 95.0:3.0 95.0:4.0 95.0:5.0 95.0:6.0 95.0:7.0 94.0:7.0
