pin_id,success,length_mm,path
29,1,21.00,4.0:0.0 4.0:1.0 5.0:1.0 6.0:1.0 7.0:1.0 8.0:1.0 9.0:1.0 10.0:1.0 10.0:2.0 11.0:2.0 11.0:3.0 12.0:3.0 13.0:3.0 13.0:4.0 13.0:5.0 14.0:5.0 14.0:6.0 14.0:7.0 14.0:8.0 14.0:9.0 14.0:10.0 14.0:11.0
30,1,21.00,4.0:0.0 4.0:1.0 5.0:1.0 5.0:2.0 5.0:3.0 5.0:4.0 5.0:5.0 5.0:6.0 6.0:6.0 6.0:7.0 6.0:8.0 6.0:9.0 6.0:10.0 6.0:11.0 6.0:12.0 7.0:12.0 8.0:12.0 8.0:13.0 8.0:14.0 8.0:15.0 8.0:16.0 8.0:17.0
31,1,21.00,4.0:0.0 5.0:0.0 6.0:0.0 7.0:0.0 8.0:0.0 9.0:0.0 10.0:0.0 11.0:0.0 12.0:0.0 13.0:0.0 14.0:0.0 15.0:0.0 16.0:0.0 16.0:1.0 16.0:2.0 17.0:2.0 17.0:3.0 17.0:4.0 17.0:5.0 17.0:6.0 17.0:7.0 16.0:7.0
32,1,21.00,4.0:0.0 5.0:0.0 6.0:0.0 7.0:0.0 8.0:0.0 9.0:0.0 10.0:0.0 10.0:1.0 11.0:1.0 12.0:1.0 13.0:1.0 14.0:1.0 15.0:1.0 15.0:2.0 15.0:3.0 16.0:3.0 16.0:4.0 16.0:5.0 17.0:5.0 18.0:5.0 18.0:6.0 18.0:7.0
33,1,21.00,4.0:0.0 5.0:0.0 6.0:0.0 7.0:0.0 7.0:1.0 7.0:2.0 8.0:2.0 8.0:3.0 8.0:4.0 9.0:4.0 10.0:4.0 11.0:4.0 12.0:4.0 13.0:4.0 14.0:4.0 15.0:4.0 15.0:5.0 15.0:6.0 16.0:6.0 16.0:7.0 16.0:8.0 16.0:9.0
34,1,7.00,60.0:0.0 60.0:1.0 60.0:2.0 60.0:3.0 60.0:4.0 60.0:5.0 60.0:6.0 60.0:7.0
35,1,9.00,60.0:0.0 60.0:1.0 60.0:2.0 60.0:3.0 60.0:4.0 60.0:5.0 60.0:6.0 61.0:6.0 62.0:6.0 62.0:7.0
36,1,7.00,67.0:0.0 67.0:1.0 67.0:2.0 67.0:3.0 67.0:4.0 67.0:5.0 67.0:6.0 67.0:7.0
37,1,9.00,67.0:0.0 66.0:0.0 66.0:1.0 66.0:2.0 66.0:3.0 66.0:4.0 66.0:5.0 65.0:5.0 65.0:6.0 65.0:7.0
38,1,11.00,67.0:0.0 68.0:0.0 68.0:1.0 68.0:2.0 68.0:3.0 68.0:4.0 68.0:5.0 68.0:6.0 68.0:7.0 68.0:8.0 68.0:9.0 67.0:9.0
39,1,11.00,67.0:0.0 67.0:1.0 67.0:2.0 67.0:3.0 67.0:4.0 67.0:5.0 67.0:6.0 67.0:7.0 67.0:8.0 66.0:8.0 65.0:8.0 65.0:9.0
40,1,21.00,67.0:0.0 68.0:0.0 69.0:0.0 70.0:0.0 71.0:0.0 71.0:1.0 71.0:2.0 71.0:3.0 71.0:4.0 71.0:5.0 71.0:6.0 71.0:7.0 71.0:8.0 71.0:9.0 70.0:9.0 69.0:9.0 68.0:9.0 67.0:9.0 66.0:9.0 65.0:9.0 64.0:9.0 63.0:9.0
41,1,15.00,67.0:0.0 68.0:0.0 68.0:1.0 68.0:2.0 69.0:2.0 69.0:3.0 69.0:4.0 69.0:5.0 69.0:6.0 69.0:7.0 69.0:8.0 69.0:9.0 69.0:10.0 68.0:10.0 67.0:10.0 67.0:11.0
42,1,13.00,67.0:0.0 67.0:1.0 67.0:2.0 67.0:3.0 67.0:4.0 66.0:4.0 66.0:5.0 66.0:6.0 66.0:7.0 66.0:8.0 66.0:9.0 66.0:10.0 65.0:10.0 65.0:11.0
43,1,21.00,67.0:0.0 68.0:0.0 69.0:0.0 70.0:0.0 70.0:1.0 70.0:2.0 70.0:3.0 70.0:4.0 70.0:5.0 70.0:6.0 70.0:7.0 70.0:8.0 70.0:9.0 70.0:10.0 70.0:11.0 69.0:11.0 68.0:11.0 67.0:11.0 66.0:11.0 65.0:11.0 64.0:11.0 63.0:11.0
44,1,15.00,67.0:0.0 66.0:0.0 65.0:0.0 64.0:0.0 64.0:1.0 64.0:2.0 64.0:3.0 64.0:4.0 64.0:5.0 63.0:5.0 62.0:5.0 62.0:6.0 61.0:6.0 61.0:7.0 61.0:8.0 61.0:9.0
45,1,15.00,67.0:0.0 68.0:0.0 68.0:1.0 68.0:2.0 68.0:3.0 68.0:4.0 68.0:5.0 68.0:6.0 68.0:7.0 68.0:8.0 68.0:9.0 68.0:10.0 68.0:11.0 67.0:11.0 67.0:12.0 67.0:13.0
46,1,15.00,67.0:0.0 67.0:1.0 67.0:2.0 67.0:3.0 67.0:4.0 67.0:5.0 67.0:6.0 67.0:7.0 67.0:8.0 67.0:9.0 67.0:10.0 66.0:10.0 66.0:11.0 66.0:12.0 65.0:12.0 65.0:13.0
47,1,17.00,67.0:0.0 66.0:0.0 66.0:1.0 66.0:2.0 66.0:3.0 66.0:4.0 65.0:4.0 65.0:5.0 65.0:6.0 65.0:7.0 65.0:8.0 65.0:9.0 65.0:10.0 65.0:11.0 64.0:11.0 63.0:11.0 62.0:11.0 61.0:11.0
48,1,17.00,67.0:0.0 67.0:1.0 67.0:2.0 66.0:2.0 66.0:3.0 65.0:3.0 64.0:3.0 63.0:3.0 63.0:4.0 63.0:5.0 63.0:6.0 63.0:7.0 63.0:8.0 63.0:9.0 63.0:10.0 63.0:11.0 63.0:12.0 63.0:13.0
49,1,17.00,67.0:0.0 66.0:0.0 65.0:0.0 65.0:1.0 65.0:2.0 65.0:3.0 65.0:4.0 64.0:4.0 63.0:4.0 62.0:4.0 61.0:4.0 60.0:4.0 59.0:4.0 59.0:5.0 59.0:6.0 59.0:7.0 59.0:8.0 59.0:9.0
50,1,16.00,67.0:0.0 67.0:1.0 66.0:1.0 65.0:1.0 64.0:1.0 63.0:1.0 62.0:1.0 61.0:1.0 60.0:1.0 59.0:1.0 58.0:1.0 58.0:2.0 58.0:3.0 58.0:4.0 58.0:5.0 58.0:6.0 58.0:7.0
51,1,23.00,67.0:0.0 68.0:0.0 68.0:1.0 69.0:1.0 70.0:1.0 71.0:1.0 71.0:2.0 71.0:3.0 71.0:4.0 71.0:5.0 71.0:6.0 71.0:7.0 71.0:8.0 71.0:9.0 71.0:10.0 71.0:11.0 71.0:12.0 71.0:13.0 71.0:14.0 70.0:14.0 69.0:14.0 68.0:14.0 68.0:15.0 67.0:15.0
52,1,21.00,67.0:0.0 68.0:0.0 68.0:1.0 68.0:2.0 68.0:3.0 68.0:4.0 68.0:5.0 67.0:5.0 67.0:6.0 66.0:6.0 65.0:6.0 64.0:6.0 63.0:6.0 62.0:6.0 62.0:7.0 62.0:8.0 62.0:9.0 61.0:9.0 61.0:10.0 61.0:11.0 61.0:12.0 61.0:13.0
53,1,23.00,67.0:0.0 68.0:0.0 69.0:0.0 70.0:0.0 70.0:1.0 70.0:2.0 70.0:3.0 70.0:4.0 70.0:5.0 70.0:6.0 70.0:7.0 70.0:8.0 70.0:9.0 70.0:10.0 70.0:11.0 70.0:12.0 70.0:13.0 69.0:13.0 68.0:13.0 67.0:13.0 66.0:13.0 66.0:14.0 66.0:15.0 65.0:15.0
54,1,19.00,67.0:0.0 66.0:0.0 66.0:1.0 66.0:2.0 65.0:2.0 64.0:2.0 63.0:2.0 62.0:2.0 62.0:3.0 61.0:3.0 60.0:3.0 60.0:4.0 60.0:5.0 60.0:6.0 60.0:7.0 60.0:8.0 60.0:9.0 60.0:10.0 59.0:10.0 59.0:11.0
55,1,19.00,67.0:0.0 67.0:1.0 67.0:2.0 67.0:3.0 66.0:3.0 65.0:3.0 64.0:3.0 64.0:4.0 64.0:5.0 64.0:6.0 64.0:7.0 64.0:8.0 64.0:9.0 64.0:10.0 64.0:11.0 64.0:12.0 64.0:13.0 64.0:14.0 64.0:15.0 63.0:15.0
56,1,23.00,67.0:0.0 68.0:0.0 69.0:0.0 69.0:1.0 69.0:2.0 69.0:3.0 69.0:4.0 69.0:5.0 69.0:6.0 68.0:6.0 68.0:7.0 67.0:7.0 66.0:7.0 65.0:7.0 64.0:7.0 63.0:7.0 62.0:7.0 61.0:7.0 60.0:7.0 59.0:7.0 58.0:7.0 58.0:8.0 58.0:9.0 57.0:9.0
57,1,21.00,67.0:0.0 66.0:0.0 66.0:1.0 66.0:2.0 65.0:2.0 65.0:3.0 65.0:4.0 65.0:5.0 64.0:5.0 63.0:5.0 62.0:5.0 61.0:5.0 60.0:5.0 60.0:6.0 60.0:7.0 60.0:8.0 60.0:9.0 60.0:10.0 60.0:11.0 60.0:12.0 60.0:13.0 59.0:13.0
58,1,18.00,67.0:0.0 66.0:0.0 65.0:0.0 64.0:0.0 63.0:0.0 62.0:0.0 61.0:0.0 60.0:0.0 59.0:0.0 58.0:0.0 57.0:0.0 56.0:0.0 56.0:1.0 56.0:2.0 56.0:3.0 56.0:4.0 56.0:5.0 56.0:6.0 56.0:7.0
59,1,21.00,67.0:0.0 67.0:1.0 66.0:1.0 65.0:1.0 65.0:2.0 64.0:2.0 63.0:2.0 63.0:3.0 63.0:4.0 62.0:4.0 61.0:4.0 61.0:5.0 61.0:6.0 61.0:7.0 61.0:8.0 61.0:9.0 61.0:10.0 61.0:11.0 61.0:12.0 61.0:13.0 61.0:14.0 61.0:15.0
60,1,21.00,67.0:0.0 67.0:1.0 67.0:2.0 67.0:3.0 67.0:4.0 66.0:4.0 66.0:5.0 66.0:6.0 65.0:6.0 65.0:7.0 65.0:8.0 64.0:8.0 63.0:8.0 62.0:8.0 61.0:8.0 60.0:8.0 59.0:8.0 58.0:8.0 58.0:9.0 58.0:10.0 58.0:11.0 57.0:11.0
61,1,21.00,67.0:0.0 68.0:0.0 69.0:0.0 69.0:1.0 69.0:2.0 69.0:3.0 69.0:4.0 69.0:5.0 69.0:6.0 69.0:7.0 69.0:8.0 69.0:9.0 69.0:10.0 69.0:11.0 69.0:12.0 68.0:12.0 67.0:12.0 67.0:13.0 67.0:14.0 67.0:15.0 67.0:16.0 67.0:17.0
62,1,21.00,67.0:0.0 68.0:0.0 68.0:1.0 68.0:2.0 68.0:3.0 68.0:4.0 68.0:5.0 68.0:6.0 68.0:7.0 68.0:8.0 68.0:9.0 68.0:10.0 68.0:11.0 67.0:11.0 66.0:11.0 65.0:11.0 65.0:12.0 65.0:13.0 65.0:14.0 65.0:15.0 65.0:16.0 65.0:17.0
63,1,21.00,67.0:0.0 67.0:1.0 67.0:2.0 67.0:3.0 67.0:4.0 67.0:5.0 67.0:6.0 67.0:7.0 67.0:8.0 67.0:9.0 67.0:10.0 66.0:10.0 65.0:10.0 64.0:10.0 63.0:10.0 63.0:11.0 63.0:12.0 63.0:13.0 63.0:14.0 63.0:15.0 63.0:16.0 63.0:17.0
64,1,21.00,67.0:0.0 67.0:1.0 66.0:1.0 65.0:1.0 64.0:1.0 63.0:1.0 62.0:1.0 61.0:1.0 61.0:2.0 60.0:2.0 59.0:2.0 59.0:3.0 58.0:3.0 58.0:4.0 58.0:5.0 58.0:6.0 57.0:6.0 56.0:6.0 56.0:7.0 56.0:8.0 56.0:9.0 55.0:9.0
65,1,23.00,67.0:0.0 66.0:0.0 65.0:0.0 65.0:1.0 64.0:1.0 63.0:1.0 62.0:1.0 62.0:2.0 62.0:3.0 61.0:3.0 60.0:3.0 59.0:3.0 59.0:4.0 59.0:5.0 59.0:6.0 59.0:7.0 59.0:8.0 59.0:9.0 59.0:10.0 59.0:11.0 59.0:12.0 59.0:13.0 59.0:14.0 59.0:15.0
66,1,23.00,67.0:0.0 66.0:0.0 65.0:0.0 64.0:0.0 63.0:0.0 62.0:0.0 61.0:0.0 61.0:1.0 60.0:1.0 59.0:1.0 58.0:1.0 58.0:2.0 57.0:2.0 57.0:3.0 57.0:4.0 57.0:5.0 57.0:6.0 57.0:7.0 57.0:8.0 57.0:9.0 57.0:10.0 57.0:11.0 57.0:12.0 57.0:13.0
67,1,20.00,67.0:0.0 66.0:0.0 65.0:0.0 64.0:0.0 64.0:1.0 64.0:2.0 63.0:2.0 62.0:2.0 61.0:2.0 60.0:2.0 59.0:2.0 58.0:2.0 57.0:2.0 56.0:2.0 55.0:2.0 54.0:2.0 54.0:3.0 54.0:4.0 54.0:5.0 54.0:6.0 54.0:7.0
68,1,23.00,67.0:0.0 67.0:1.0 66.0:1.0 66.0:2.0 66.0:3.0 66.0:4.0 66.0:5.0 66.0:6.0 66.0:7.0 66.0:8.0 66.0:9.0 65.0:9.0 64.0:9.0 63.0:9.0 62.0:9.0 62.0:10.0 62.0:11.0 62.0:12.0 62.0:13.0 62.0:14.0 62.0:15.0 62.0:16.0 62.0:17.0 61.0:17.0
69,1,23.00,67.0:0.0 66.0:0.0 65.0:0.0 64.0:0.0 63.0:0.0 62.0:0.0 61.0:0.0 60.0:0.0 59.0:0.0 58.0:0.0 57.0:0.0 57.0:1.0 56.0:1.0 55.0:1.0 55.0:2.0 55.0:3.0 55.0:4.0 55.0:5.0 55.0:6.0 55.0:7.0 55.0:8.0 55.0:9.0 55.0:10.0 55.0:11.0
